Порядковое число администрации и комитета,Название организации  (спортивного объекта),Сфера деятельности (вид спорта),Тип (каток/лыжная трасса),Адрес,Уточнение адреса,Координаты,"Ближайшая станция метро, остановка общественного транспорта",Район,Телефон(ы),Адрес сайта или  страницы в социальных сетях,Статус (работающий/ временно приостановлено посещение),Время работы  (расписание),Время суток (день/ ночь/ день и ночь),Расположение (открытый/закрытый),Стоимость услуг (платно/ бесплатно),Доступность для лиц с нарушениями здоровья,Наличие проката инвентаря (да/нет),Наличие услуг инструктора (да/нет),Наличие помещения для переодевания (да/нет),Наличие камеры хранения (да/нет),Наличие кафе на территории (да/нет),Иные услуги (перечень),Освещение
3.0010,"СПб ГБУ ""Центр спорта Выборгского района""",Каток,Каток (Внутридворовая спортивная площадка),"Светлановский пр., д. 3",,"60.005729,30.335236",М. Удельная,Выборгский,591-66-36,Http://gu319.site.gov.spb.ru https://vk.com/cfksz_vyborgskiy,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,,Внутридворовое освещение
3.0011,"СПб ГБУ ""Центр спорта Выборгского района""",Каток,Каток (Внутридворовая спортивная площадка),"Светлановский пр., д. 3",,"60.005729,30.335236",М. Удельная,Выборгский,591-66-36,Http://gu319.site.gov.spb.ru https://vk.com/cfksz_vyborgskiy,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,,Внутридворовое освещение
3.0012,ТСЖ «18 квартал»,Хоккей с шайбой,Каток (Внутридворовая спортивная площадка),"пр. Просвещения, д. 33 к. 2",,"60.04955,30.342512",М. Проспект Просвещения,Выборгский,592-10-20,,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Внутридворовое освещение
3.0013,ТСЖ «Поэтический 1/1»,Хоккей с шайбой,Каток (Внутридворовая спортивная площадка),"Поэтический бульвар, д. 1",,"60.044806,30.339485",М. Проспект Просвещения,Выборгский,296-02-66,,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Внутридворовое освещение
3.0014,Парк отдыха «Зима Лето»,Хоккей с шайбой,Каток,"Выборгское шоссе, д. 130",,"60.057586,30.305412",М. Проспект Просвещения,Выборгский,922-84-84,Https://zimaletopark.ru,Работа объекта приостановлена до ноября 2023 г.,11:00-21:00,День,Открытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,True,False,True,True,True,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0015,ВИФК,Хоккей с шайбой,Каток,"Литовская ул., д. 3",,"59.976913,30.342458",М. Выборгская,Выборгский,292-31-53,None,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно (не для общего пользования),День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,Туалеты; Медицинский пункт,Объект имеет освещение
3.0016,"Ледовая арена ""Гранд Каньеон Айс""",Ледовая арена (крытая),Каток,"пр. Суздальский, д. 29",,"60.060577,30.338533",М. Проспект Просвещения,Выборгский,332-23-22,Http://grand-ice.ru,Работающий,07:00-00:00,День,Закрытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,True,True,True,True,True,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0017,"Ледовая арена ""Озерки""",Большая арена (крытая),Каток,"Большая Озёрная улица, д. 56",,"60.037261,30.305025",М.Озерки,Выборгский,929-49-79,Http://katok-ozerki.ru,Работающий,06:30-02:00,День и ночь,Закрытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,True,True,False,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0018,"Ледовая арена ""Озерки""",Малая арена (крытая),Каток,"Большая Озёрная улица, д. 56",,"60.037261,30.305025",М.Озерки,Выборгский,929-49-79,Http://katok-ozerki.ru,Работающий,06:30-02:00,День и ночь,Закрытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,True,True,False,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0019,"Ледовый спортивный комплекс ""Шанс Арена""",Ледовая арена (крытая),Каток,"улица Грибалёвой, д.9 к.1",,"59.984445,30.353525",М. Лесная,Выборгский,777-11-77,Http://shans-arena.ru,Работающий,06:30-00:00,День,Закрытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,True,True,True,True,True,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0020,"Центр ледовых видов спорта ""Парнас""",Ледовая арена (крытая),Каток,"6-й Верхний пер. 12, литера Б",,"60.074599,30.353831",М. Парнас,Выборгский,926-20-99,Https://parnas-arena.ru,Работающий,06:30-00:00,День и ночь,Закрытый,Платно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,True,True,True,True,True,Заточка коньков; Туалеты; Медицинский пункт,Объект имеет освещение
3.0021,ГБУ СШОР по лыжным гонкам,Лыжные прогулки,Лыжная трасса,"Выборгское шоссе, д. 369",,"60.073777,30.282523",М. Парнас,Выборгский,594-84-21,Https://ski-skul.spb.ru,Работа объекта приостановлена до ноября 2023 г.,09:30-20:00,День,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,False,False,False,False,,Парковое освещение
3.0022,"СПб ГБУ ""Центр спорта Выборгского района""",Лыжные прогулки,Лыжная трасса,"Северный пр., д. 11",Парк «Сосновка»,"60.030551,30.342207",М. Политехническая,Выборгский,591-66-36,Http://gu319.site.gov.spb.ru https://vk.com/cfksz_vyborgskiy,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,,Парковое освещение
3.0023,"СПб ГБУ ""Центр спорта Выборгского района""",Лыжные прогулки,Лыжная трасса,"Береговая ул., д. 4",Верхнее Суздальское озеро,"60.037492,30.313306",М. Озерки,Выборгский,591-66-36,Http://gu319.site.gov.spb.ru https://vk.com/cfksz_vyborgskiy,Работа объекта приостановлена до ноября 2023 г.,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха нарушение зрения тотальная слепота поражение нижних конечностей поражение верхних конечностей интеллектуальные нарушения,False,True,False,False,False,,Освещение отсутствует
4.01,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"г.Санкт-Петербург, Светлановский проспект, дом 97","Г. Санкт-Петербург, пр. Светлановский, участок 5, (западнее дома 97 по Светлановскому пр.)","60.034641,30.396052","Ст. Метро ""Гражданский пр"", автобус 153, 176. Ст. Метро ""Академическая"", автобус 102",Калининский,8-905-285-19-55,Vk.com/public203957835,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.02,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, ул. Черкасова, д. 12, к. 1","Г. Санкт-Петербург, ул.Черкасова, участок 3, (севернее дома 12 к1 по ул. Черкасова)","60.030375,30.424573","Ст. Метро ""Гражданский пр"", автобус 93, 139",Калининский,8-905-285-19-55,Vk.com/public209705037,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.03,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, Гражданский пр., д. 127","Г. Санкт-Петербург, Гражданский пр-т Участок 1 (восточнее дома 127 лит А, по Гражданскому пр.)","60.037944,30.426163",Метро Гражданский проспект,Калининский,8-905-285-19-55,Vk.com/club208863582,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.04,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, ул. Герасимовская, д. 14","Ул. Герасимовская, участок 2 (севернее д.14 по Герасимовской ул.)","59.981933,30.405682","Ст. Метро ""Площадь Ленина"" автобус 33, 107",Калининский,8-905-285-19-55,Vk.com/katok_y_doma,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.05,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, Меншиковский пр., д. 15, к. 2","Меншиковский пр, уч. 2, (вост. Дома 15к2 по Меншиковскому пр.)","59.996043,30.432227","Ст. Метро ""Академическая"" автобус 102, 153, 183. Ст. Метро ""Площадь Ленина"" автобус 136, тролейбус 38",Калининский,8-905-285-19-55,Vk.com/public203488066,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.06,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, Тихорецкий пр., д. 9, к. 6","Г. Санкт-Петербург, Тихорецкий пр-т, участок 1 (севернее дома 9 к 6 по Тихорецкому пр.)","60.014288,30.372938","Ст. Метро ""Политехническая"", трамвай 38, 55, 57, 61",Калининский,8-905-285-19-55,Https://vk.com/fokalin,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Отсутствует
4.07,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, пр. Культуры, д. 9, к. 2","Г. Санкт-Петербург, пр. Культуры, участок 8, (севернее дома 9 к2 по пр. Культуры)","60.037342,30.372489","Ст. Метро ""Академическая"", автобус 178, 283",Калининский,8-905-285-19-55,Vk.com/public203485841,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.08,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, ул. Софьи Ковалевской, д. 11, к.3","Г. Санкт-Петербург, ул. Софьи Ковалевской, участок 1, (западнее дома 11 к3 по ул. Софьи Ковалевской)","60.014626,30.416641","Ст. Метро ""Академическая"", автобус 176",Калининский,8-905-285-19-55,Vk.com/public209705000,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Отсутствует
4.09,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"Санкт-Петербург, Суздальский пр., д. 73","Г. Санкт-Петербург, пр. Суздальский, участок 5 (западнее дома 73 к 1 по Суздальскому пр.)","60.049228,30.393812","Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,8-905-285-19-55,Vk.com/public203487566,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Имеется
4.10,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района",Хоккей,Каток,"г.Санкт-Петербург, улица Академика Байкова, дом 5, корпус 2, литера А","Г. Санкт-Петербург, , участок 4, (юго-западнее д. По ул Ак. Байкова)","60.028218,30.370423","Ст. Метро ""Политехническая"", трамвай 9, 55, 61",Калининский,8-905-285-19-55,Https://vk.com/fokalin,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,True,False,False,False,False,Отсутствует
4.11,ГБОУ СОШ № 98,Школьный стадион,Каток,"Санкт-Петербург, Гражданский пр., д. 92, корп. 3, лит. А",,"60.020039,30.399959",Метро Академическая,Калининский,555-75-66,Http://school98.spb.ru/,Работа объекта приостановлена до ноября 2023г.,ПОН-ВС 08.00-22.00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.12,"СПБ ГАУ ""Дирекция по управлению спортивными сооружениями""",Открытый конькобежный стадион с искусственным льдом,Каток,"Санкт-Петербург, ул. Демьяна Бедного, д.19, корп. 2, лит. А",,"60.044512,30.391053",Метро Гражданский проспект,Калининский,635-07-65,Https://directory.spb.ru/,Работающий,Пн-пт 11:00–13:30; сб 17:00–21:30; вс 09:30–21:30,День,Открытый,Бесплатно,Открытый доступ,True,False,True,True,True,Нет,Имеется
4.13,"СПБ ГАУ ""Дирекция по управлению спортивными сооружениями""",Хоккейная коробка,Каток,"Санкт-Петербург, ул. Демьяна Бедного, д.19, корп. 2, лит. А",,"60.044512,30.391053",Метро Гражданский проспект,Калининский,635-07-65,Https://directory.spb.ru/,Работающий,Пн-пт 11:00–13:30; сб 17:00–21:30; вс 09:30–21:30,День,Открытый,Бесплатно,Открытый доступ,True,False,True,True,False,False,Имеется
4.14,"СПБ ГАУ ""Дирекция по управлению спортивными сооружениями""",Хоккейная коробка,Каток,"Санкт-Петербург, ул. Демьяна Бедного, д.19, корп. 2, лит. А",,"60.044512,30.391053",Метро Гражданский проспект,Калининский,635-07-65,Https://directory.spb.ru/,Работающий,Пн-пт 11:00–13:30; сб 17:00–21:30; вс 09:30–21:30,День,Открытый,Бесплатно,Открытый доступ,True,False,True,True,False,False,Имеется
4.15,ГБУ СШОР по хоккею,Ледовая арена,Каток,"Санкт-Петербург, ул. Бутлерова д.36",,"60.008222,30.402166",Метро Академическая,Калининский,535-28-55,Https://shorspb.ru/,Работающий,С 09:00 до 23:00,День,Закрытый,Платно,Открытый доступ,True,True,True,True,True,True,Имеется
4.16,ООО ДСИ Зенит,Хоккейная коробка,Каток,"Санкт-Петербург, ул. Бутлерова д.9",,"60.001821,30.398262",Метро Академическая,Калининский,535-01-71,Http://dsizenit.ru/,Работающий,С 09:00 до 23:00,День,Закрытый,Платно,Открытый доступ,False,False,True,True,False,False,Имеется
4.17,МО Пискаревка,Хоккейная коробка,Каток,"Санкт-Петербург, ул. Карпинского, д. 23, корп. 2",,"60.008348,30.427831",Метро Академическая,Калининский,298-33-91,Https://www.мо-пискаревка.рф/,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.18,МО Пискаревка,Хоккейная коробка,Каток,"Санкт-Петербург, Пискарёвский проспект, д. 52",,"59.989902,30.428549",Метро Площадь Ленина,Калининский,298-33-91,Https://www.мо-пискаревка.рф/,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.19,МО Гражданка,Хоккейная коробка,Каток,"Санкт-Петербург, пр. Науки, д. 45, корп. 2",,"60.006289,30.413738",Метро Академическая,Калининский,535-36-26,Http://grajdanka.ru,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.20,МО «Прометей»,Спортивная площадка,Каток,"Санкт-Петербург, ул. Учительская д.12 к.1",,"60.034543,30.396941",Метро Гражданский проспект,Калининский,558-68-11,Http://mo24-prometey.ru/,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.21,ГБОУ СОШ №69,Хоккейная коробка,Каток,"г.Санкт-Петербург, проспект Культуры, дом 27, корпус 3, литера А",,"60.047223,30.384589","Ст. Метро ""Гражданский пр"", автобус 61, 93, 193",Калининский,558-55-22,School69.ru,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.22,"ТСЖ ""Новое созвездие""",Хоккейная коробка,Каток,"г.Санкт-Петербург, пр. Просвещения 99",,"60.033185,30.428607","Ст. Метро ""Гражданский проспект",Калининский,,NovoeSozvezdie.com,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Имеется
4.23,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Лыжня,Лыжная трасса,"г.Санкт-Петербург, улица Бутлерова, дом 4, литера Л",Пискаревский лесопарк,"59.999622,30.395221","Ст. Метро ""Академическая"", автобус 178, 61",Калининский,8-905-285-19-55,FOKALIN.RU,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Парковое освещение
4.24,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Лыжня,Лыжная трасса,"г.Санкт-Петербург, проспект Луначарского, дом 98, корпус 1, литера А",Муринский парк,"60.027488,30.398502","Ст. Метро ""Гражданский пр"", автобус 153, 176. Ст. Метро ""Академическая"", автобус 102",Калининский,8-905-285-19-55,FOKALIN.RU,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Парковое освещение
4.25,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Лыжня,Лыжная трасса,"г.Санкт-Петербург, проспект Просвещения, дом 61, литера А",Парк Прометей,"60.04125,30.386929","Ст. Метро ""Гражданский пр"", автобус 60, 121, 240; трамвай 100",Калининский,8-905-285-19-55,FOKALIN.RU,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Парковое освещение
4.26,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Калининского района""",Лыжня,Лыжная трасса,"г.Санкт-Петербург, Замшина улица, дом 31, корпус 4, литера А",Парк Академика Сахарова,"59.979728,30.415263","Ст. Метро ""пл. Ленина"", автобус 107, 106",Калининский,8-905-285-19-55,FOKALIN.RU,Работа объекта приостановлена до ноября 2023г.,Ежедневно с 09:00 до 22:00,День,Открытый,Бесплатно,Открытый доступ,False,False,False,False,False,False,Парковое освещение
4.27,"СПб ГБУ Спортивная школа олимпийского резерва по хоккею ""Динамо-юниор""",Хоккей,Каток,"Санкт-Петербург, ул.Фаворского 7","Ул. Фаворского, участок 1(западнее пересечения с Гжатской ул.)","60.002512,30.37648",Ст. Метро Академическая,Калининский,,,Не работающий,Ежедневно с 09:00 до 22:00,День,Закрытый,,Открытый доступ,False,False,False,False,False,,Имеется
5.001,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катания на коньках,Каток,"Пр. Народного Ополчения, д.24","Стадион ""Шторм""","59.8428975,30.2789459","Ст.м. ""Ленинский проспект""",Кировский,746-58-28,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,True,True,True,True,False,Нет,Имеется
5.002,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катания на коньках,Каток,"г.Санкт-Петербург, бульвар Новаторов, дом 25, литера А","Бульвар Новаторов, д.45","59.8465508,30.2660469","Ст.м. ""Ленинский проспект""",Кировский,746-58-30,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,True,False,False,False,Нет,Внутридворовое освещение
5.003,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катания на коньках,Каток,"Канонерский остров, д.7",Южнее д. 7,"59.8985552,30.2114166","Ст.м. ""Балтийская""",Кировский,746-58-31,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,True,False,False,False,Нет,Внутридворовое освещение
5.004,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катания на коньках,Каток,"г.Санкт-Петербург, Двинская улица, дом 4, корпус 2, литера А","Наб. Реки Екатерингофки, д.17","59.9081636,30.2567845","Ст.м. ""Балтийская""",Кировский,746-58-32,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,True,False,False,False,Нет,Внутридворовое освещение
5.005,ГБОУ СОШ №392,Катания на коньках,Каток,"пр. Ветеранов, д.87, корп.2",Вход на территорию Школы №392,"59.8349525,30.2204738","Ст м. ""Проспект Ветеранов""",Кировский,417-51-86,Http://www.kirov.spb.ru/sc/392/,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Имеется
5.006,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катание на лыжах,Лыжная трасса,"Пр. Народного Ополчения, д.24","Стадион ""Шторм""","59.8428975,30.2789459","Ст.м. ""Ленинский проспект""",Кировский,746-58-33,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,True,False,False,False,Нет,Имеется
5.007,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катание на лыжах,Лыжная трасса,пр. Народного Ополчения,Лесопарк Александрино,"59.8325416,30.2313579","Ст.м. ""Проспект Ветеранов""",Кировский,746-58-34,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,True,False,False,False,Нет,Нет
5.008,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катание на лыжах,Лыжная трасса,ул. Счастливая,Угол ул. Счастливой и ул. Подводника Кузьмина,"59.7399766,30.3140792","Ст.м. ""Ленинский проспект""",Кировский,746-58-35,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,False,False,False,False,Нет,Внутридворовое освещение
5.009,"СПб ГБУ ""ЦФКиС ""Нарвская застава""",Катание на лыжах,Лыжная трасса,"пр.Стачек, д.99","Вдоль ТК ""Континент""","59.8585396,30.2508659","Ст.м. ""Автово""",Кировский,746-58-36,Nz-sport.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нарушение слуха,False,False,False,False,False,Нет,Отсутствует
5.010,"МО ""Нарвский округ""",Катания на коньках,Каток,"ул. Гладкова, д.7/10",Во дворе д.7/10,"59.8978064,30.2721539","Ст. М ""Нарвская""",Кировский,786-77-66,Narvski-okrug.spb.ru,Временно приостановлено посещение,10.00-22.00,День,Открытый,Бесплатно,Нет,False,False,False,False,False,Нет,Внутридворовое освещение
5.011,"Ледовая арена ""Айсберг""",Катания на коньках,Каток,"пр.Стачек,д.45,корп.2",Ледовая арена,"59.8985339,30.2750209","М""Кировский завод"" ,М""Нарвская""",Кировский,88129266572,Golden-ice@bk.ru,Работающий,17.00-19.00,День/Ночь,Закрытый,Платно,Доступно,True,True,True,True,True,Нет,Имеется
5.012,СПб ГБУ ПМЦ Кировский,Катания на коньках,Каток,"пр.Народного Ополчения  ,д.115",Во дворе,"59.8385695,30.2694536","М""Проспект ветеранов""",Кировский,3772113,Pmz.kir@gmail.com,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Внутридворовое освещение
5.013,Земельный участок.Физическая культура и спорт,Катания на коньках,Каток,"Подводника Кузьмина,д.17",Во дворе,"59.8447899,30.2619686","М""Проспект ветеранов",Кировский,7465828,Nz-sport.ru,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Внутридворовое освещение
5.014,СПб ГБУ ПМЦ Кировский,Катания на коньках,Каток,"Трамвайный пр. ,д.11,корп.5",Во дворе,"59.854152,30.2601601","М""Ленинский проспект""",Кировский,3772113,Pmz.kir@gmail.com,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Внутридворовое освещение
5.015,СПб ГБУ ПМЦ Кировский,Катания на коньках,Каток,"г.Санкт-Петербург, улица Лёни Голикова, дом 64, литера А",Во дворе,"59.83909,30.2425782","М""Проспект ветеранов""",Кировский,3772113,Pmz.kir@gmail.com,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Внутридворовое освещение
5.016,Муниципальное образование Автово,Катания на коньках,Каток,"Краснопутиловская ул., д.57",Во дворе,"59.8666548,30.2737827","М""Автово""",Кировский,7850047,Avtovo.spb.@mail.ruМО Автово,Временно приостановлено посещение,9.00-22.00,День,Открытый,Бесплатно,Доступно,False,False,False,False,False,Нет,Внутридворовое освещение
6.001,"Санкт-Петербургское государственное казенное учреждение ""Агентство благоустройства и коммунального хозяйства Колпинского района""","Хоккей, катание на коньках",Каток,"Санкт-Петербург, г.Колпино, пр.Ленина, д.15/9",У дома 15/9,"59.750447,30.587222","Шушары, Купчино, Звездная",Колпинский,"(812) 461 40 38, (812) 461 92 02",Https://vk.com/club_abikh,Работа объекта приостановлена до ноября 2023,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха интеллектуальные нарушения поражение верхних конечностей,False,False,False,False,False,,Имеется
6.002,"Санкт-Петербургское государственное казенное учреждение ""Агентство благоустройства и коммунального хозяйства Колпинского района""","Хоккей, катание на коньках",Каток,"Санкт-Петербург, г.Колпино, ул.Загородная, д.62",У дома 62,"59.775295,30.592326",Рыбацкое,Колпинский,"(812) 461 40 38, (812) 461 92 03",Https://vk.com/club_abikh,Работа объекта приостановлена до ноября 2023,Круглосуточно,День и ночь,Открытый,Бесплатно,Нарушение слуха интеллектуальные нарушения поражение верхних конечностей,False,False,False,False,False,,Отсутствует
6.003,Государственное бюджетное учреждение спортивная школа олимпийского резерва Колпинского района Санкт-Петербурга,Катание на коньках,Каток,"Санкт-Петербург, г. Колпино, ул. Анисимова, д. 3",,"59.734913,30.604635","Шушары, Купчино, Звездная",Колпинский,(812) 463 85 38,Https://vk.com/gbushor,Работа объекта приостановлена до ноября 2023,Ежедневно: 9.00-18.00,День,Открытый,Бесплатно,Нарушение слуха интеллектуальные нарушения поражение верхних конечностей,False,False,False,False,False,Туалет,Имеется
6.004,Государственное бюджетное учреждение спортивная школа имени олимпийского чемпиона Николая Дроздецкого Колпинского района Санкт-Петербурга,Хоккей,Каток,"Санкт-Петербург, г.Колпино, ул.Танкистов, д.26, корп.2, лит.А",,"59.745345,30.567468","Шушары, Купчино, Звездная",Колпинский,(812) 576 19 98,Https://vk.com/club_176882455,Работающий,Ежедневно: 07.00-23.00,День и ночь,Закрытый,Платно/ бесплатно,Нарушение слуха интеллектуальные нарушения поражение верхних конечностей,False,False,True,False,False,Заточка коньков туалет,Имеется
